_id,car_model,car_ID,year,mileage,sec_status,price
5eb697afbbb13e40ab83654d,2011 Toyota Camry,NG-478579,2011," 619,852 Km",Foreign Used,"₦ 2,310,000"
5eb697b0bbb13e40ab83654e,2001 Toyota Camry,NG-478584,2001," 152,935 Km",Nigerian Used,"₦ 585,000"
5eb697b0bbb13e40ab83654f,1999 Nissan Pathfinder,NG-478568,1999," 282,328 Km",Nigerian Used,"₦ 470,000"
5eb697b0bbb13e40ab836550,2001 Nissan Almera,NG-478570,2001," 61,975 Km",Nigerian Used,"₦ 240,000"
5eb697b0bbb13e40ab836551,2012 Hyundai Sonata,NG-330012,2012," 138,640 Km",Nigerian Used,"₦ 1,661,000"
5eb697b1bbb13e40ab836552,1999 Lexus Rx 300,NG-478412,1999," 214,774 Km",Nigerian Used,"₦ 670,000"
5eb697b1bbb13e40ab836553,2008 Hyundai Sonata,NG-467792,2008," 78,672 Km",Nigerian Used,"₦ 1,771,000"
5eb697b1bbb13e40ab836554,2008 Toyota Corolla,NG-445835,2008," 145,527 Km",Nigerian Used,"₦ 1,551,000"
5eb697b1bbb13e40ab836555,2000 Lexus Rx 300,NG-463405,2000," 264,616 Km",Nigerian Used,"₦ 891,000"
5eb697b2bbb13e40ab836556,,,,,,
5eb697b2bbb13e40ab836557,2008 Toyota Corolla,NG-446493,2008," 177,514 Km",Nigerian Used,"₦ 1,551,000"
5eb697b3bbb13e40ab836558,2004 Toyota Sienna,NG-478229,2004," 279,463 Km",Foreign Used,"₦ 2,080,000"
5eb697b3bbb13e40ab836559,2010 Toyota Camry,NG-478048,2010," 613,042 Km",Foreign Used,"₦ 3,000,000"
5eb697b3bbb13e40ab83655a,2010 Dodge Avenger,NG-478036,2010," 50,172 Km",Nigerian Used,"₦ 815,000"
5eb697b3bbb13e40ab83655b,2012 Mercedes-Benz Ml350,NG-476156,2012," 107,068 Km",Nigerian Used,"₦ 6,910,000"
5eb697b4bbb13e40ab83655c,2008 Toyota Highlander,NG-478024,2008," 69,734 Km",Nigerian Used,"₦ 3,517,500"
5eb697b4bbb13e40ab83655d,2006 Peugeot 407,NG-477928,2006," 112,652 Km",Foreign Used,"₦ 1,562,500"
5eb697b4bbb13e40ab83655e,2009 Honda Accord,NG-459356,2009," 12,345 Km",Nigerian Used,"₦ 1,217,500"
5eb697b4bbb13e40ab83655f,1998 Mazda 626,NG-477926,1998," 242,338 Km",Nigerian Used,"₦ 297,500"
5eb697b4bbb13e40ab836560,2001 Toyota Corolla,NG-476167,2001," 296,525 Km",Nigerian Used,"₦ 412,500"
5eb697b5bbb13e40ab836561,2005 Toyota Avalon,NG-477770,2005," 192,453 Km",Nigerian Used,"₦ 1,390,000"
5eb697b5bbb13e40ab836562,2006 Honda Cr-V,NG-461210,2006," 389,035 Km",Foreign Used,"₦ 1,850,000"
5eb697b5bbb13e40ab836563,2005 Honda Accord,NG-462245,2005," 185,107 Km",Nigerian Used,"₦ 412,500"
5eb697b5bbb13e40ab836564,2003 Nissan Altima,NG-477487,2003," 197,348 Km",Nigerian Used,"₦ 562,000"
5eb697b5bbb13e40ab836565,2006 Toyota Camry,NG-477477,2006," 190,022 Km",Nigerian Used,"₦ 930,000"
5eb697b6bbb13e40ab836566,1997 Nissan Primera,NG-476173,1997," 234,781 Km",Nigerian Used,"₦ 332,000"
5eb697b6bbb13e40ab836567,2006 Nissan Pathfinder,NG-476322,2006," 167,790 Km",Nigerian Used,"₦ 1,976,500"
5eb697b6bbb13e40ab836568,2002 Infiniti G,NG-476324,2002," 93,872 Km",Nigerian Used,"₦ 378,000"
5eb697b6bbb13e40ab836569,2009 Toyota Corolla,NG-461391,2009," 171,836 Km",Foreign Used,"₦ 2,919,500"
5eb697b7bbb13e40ab83656a,2016 Toyota Avalon,NG-476314,2016," 48,655 Km",Nigerian Used,"₦ 4,610,000"
5eb697b7bbb13e40ab83656b,,,,,,
5eb697b7bbb13e40ab83656c,2006 Kia Sorento,NG-476308,2006," 177,034 Km",Nigerian Used,"₦ 240,000"
5eb697b8bbb13e40ab83656d,2000 Honda Cr-V,NG-476300,2000," 202,452 Km",Nigerian Used,"₦ 343,500"
5eb697b8bbb13e40ab83656e,2006 Kia Sportage,NG-476164,2006," 158,025 Km",Nigerian Used,"₦ 562,000"
5eb697b8bbb13e40ab83656f,1997 Chrysler Town & Country,NG-475988,1997," 169,778 Km",Nigerian Used,"₦ 412,500"
5eb697b9bbb13e40ab836570,1999 Honda Cr-V,NG-474858,1999," 158,358 Km",Nigerian Used,"₦ 585,000"
5eb697b9bbb13e40ab836571,2005 Acura Mdx,NG-474708,2005," 121,929 Km",Nigerian Used,"₦ 1,010,500"
5eb697b9bbb13e40ab836572,1998 Volkswagen Passat,NG-425251,1998," 306,748 Km",Nigerian Used,"₦ 471,500"
5eb697b9bbb13e40ab836573,2000 Pontiac Grand Prix,NG-464626,2000," 175,952 Km",Foreign Used,"₦ 356,500"
5eb697b9bbb13e40ab836574,2004 Honda Pilot,NG-454572,2004," 118,057 Km",Nigerian Used,"₦ 816,500"
5eb697b9bbb13e40ab836575,2009 Toyota Camry,NG-451611,2009," 158,836 Km",Nigerian Used,"₦ 1,391,500"
5eb697babbb13e40ab836576,2003 Honda Accord,NG-428922,2003," 140,346 Km",Nigerian Used,"₦ 586,500"
5eb697babbb13e40ab836577,2012 Great Wall Voleex,NG-473488,2012," 161,946 Km",Nigerian Used,"₦ 585,000"
5eb697babbb13e40ab836578,2005 Lexus Es,NG-468906,2005," 90,162 Km",Foreign Used,"₦ 2,080,000"
5eb697bbbbb13e40ab836579,1998 Volvo V70,NG-472537,1998," 107,222 Km",Nigerian Used,"₦ 470,000"
5eb697bcbbb13e40ab83657a,1996 Opel Vectra,NG-473285,1996," 254,199 Km",Nigerian Used,"₦ 527,500"
5eb697bcbbb13e40ab83657b,2005 BMW X3,NG-473287,2005," 123,569 Km",Nigerian Used,"₦ 1,047,875"
5eb697bcbbb13e40ab83657c,2006 Hyundai Sonata,NG-472981,2006," 860,764 Km",Nigerian Used,"₦ 585,000"
5eb697bcbbb13e40ab83657d,2009 Toyota Corolla,NG-472980,2009," 145,427 Km",Nigerian Used,"₦ 1,505,000"
5eb697bcbbb13e40ab83657e,2017 GAC GA3-S,NG-472978,2017," 7,148 Km",Nigerian Used,"₦ 3,460,000"
5eb697bdbbb13e40ab83657f,2006 Toyota Rav4,NG-472875,2006," 142,453 Km",Nigerian Used,"₦ 1,562,500"
5eb697bfbbb13e40ab836580,2013 Nissan Sentra,NG-472831,2013," 176,343 Km",Nigerian Used,"₦ 2,310,000"
5eb697bfbbb13e40ab836581,2000 Nissan Xterra,NG-472832,2000," 153,065 Km",Nigerian Used,"₦ 527,500"
5eb697c0bbb13e40ab836582,2010 Toyota Camry,NG-472549,2010," 118,657 Km",Nigerian Used,"₦ 2,540,000"
5eb697c1bbb13e40ab836583,2005 Toyota Corolla,NG-472333,2005," 225,330 Km",Nigerian Used,"₦ 1,505,000"
5eb697c1bbb13e40ab836584,2018 Toyota Corolla,NG-472323,2018," 3,814 Km",Foreign Used,"₦ 10,360,000"
5eb697c1bbb13e40ab836585,2016 Toyota Corolla,NG-472319,2016," 41,649 Km",Foreign Used,"₦ 5,185,000"
5eb697c1bbb13e40ab836586,2012 Kia Rio,NG-472332,2012," 121,164 Km",Nigerian Used,"₦ 700,000"
5eb697c1bbb13e40ab836587,2002 Honda Accord,NG-472111,2002, 1 Km,Nigerian Used,"₦ 447,000"
5eb697c4bbb13e40ab836588,2006 Volvo Xc90,NG-472046,2006," 149,487 Km",Foreign Used,"₦ 2,425,000"
5eb697c5bbb13e40ab836589,2005 Nissan Altima,NG-470332,2005," 190,726 Km",Nigerian Used,"₦ 560,000"
5eb697c5bbb13e40ab83658a,2003 Toyota Matrix,NG-471741,2003," 179,089 Km",Nigerian Used,"₦ 1,217,500"
5eb697c6bbb13e40ab83658b,2010 Toyota Corolla,NG-471734,2010," 125,130 Km",Nigerian Used,"₦ 1,792,500"
5eb697c6bbb13e40ab83658c,2006 Honda Accord,NG-471289,2006," 297,484 Km",Nigerian Used,"₦ 700,000"
5eb697c6bbb13e40ab83658d,2003 Toyota Camry,NG-471282,2003," 260,321 Km",Nigerian Used,"₦ 849,500"
5eb697c6bbb13e40ab83658e,2014 Acura Mdx,NG-427387,2014," 67,197 Km",Nigerian Used,"₦ 4,500,000"
5eb697c6bbb13e40ab83658f,2007 Toyota Sienna,NG-442678,2007," 127,641 Km",Foreign Used,"₦ 1,750,000"
5eb697c6bbb13e40ab836590,2009 Honda Pilot,NG-433772,2009," 60,255 Km",Nigerian Used,"₦ 1,768,077"
5eb697c7bbb13e40ab836591,2008 Toyota Rav4,NG-436504,2008," 65,388 Km",Nigerian Used,"₦ 1,600,000"
5eb697c7bbb13e40ab836592,2011 Ford Edge,NG-438680,2011," 175,486 Km",Nigerian Used,"₦ 2,314,018"
5eb697c7bbb13e40ab836593,2008 Mercedes-Benz C300,NG-445726,2008," 134,002 Km",Nigerian Used,"₦ 1,250,000"
5eb697c7bbb13e40ab836594,2005 Toyota Sienna,NG-439721,2005," 167,865 Km",Nigerian Used,"₦ 852,555"
5eb697c8bbb13e40ab836595,2006 Kia Sorento,NG-470341,2006," 194,097 Km",Nigerian Used,"₦ 1,735,000"
5eb697c8bbb13e40ab836596,2005 Peugeot 407,NG-466164,2005," 228,099 Km",Nigerian Used,"₦ 987,500"
5eb697c8bbb13e40ab836597,2010 Toyota Corolla,NG-469753,2010," 103,870 Km",Nigerian Used,"₦ 2,310,000"
5eb697c8bbb13e40ab836598,2014 Mercedes-Benz E350,NG-469435,2014," 7,800 Km",Foreign Used,"₦ 8,635,000"
5eb697c9bbb13e40ab836599,2000 Honda Odyssey,NG-469429,2000," 168,564 Km",Nigerian Used,"₦ 470,000"
5eb697c9bbb13e40ab83659a,2008 Peugeot 307,NG-469427,2008," 755,271 Km",Nigerian Used,"₦ 930,000"
5eb697c9bbb13e40ab83659b,2006 Toyota Camry,NG-469421,2006," 96,145 Km",Nigerian Used,"₦ 1,045,000"
5eb697cabbb13e40ab83659c,2005 Peugeot 407,NG-469397,2005," 257,557 Km",Nigerian Used,"₦ 700,000"
5eb697cabbb13e40ab83659d,2018 Toyota Highlander,NG-469411,2018," 6,324 Km",Nigerian Used,"₦ 13,810,000"
5eb697cabbb13e40ab83659e,2010 Toyota Corolla,NG-468910,2010," 122,859 Km",Nigerian Used,"₦ 1,620,000"
5eb697cabbb13e40ab83659f,2009 Honda Civic,NG-468913,2009," 203,706 Km",Nigerian Used,"₦ 700,000"
5eb697cabbb13e40ab8365a0,2003 Toyota Corolla,NG-468914,2003," 94,904 Km",Nigerian Used,"₦ 1,160,000"
5eb697cabbb13e40ab8365a1,2005 Toyota Corolla,NG-468677,2005," 281,867 Km",Foreign Used,"₦ 1,965,000"
5eb697cbbbb13e40ab8365a2,2012 Toyota Sienna,NG-468911,2012," 142,714 Km",Nigerian Used,"₦ 4,955,000"
5eb697cbbbb13e40ab8365a3,2004 Toyota 4Runner,NG-468907,2004," 158,659 Km",Nigerian Used,"₦ 1,620,000"
5eb697cbbbb13e40ab8365a4,2008 Hyundai Accent,NG-468908,2008," 161,891 Km",Nigerian Used,"₦ 585,000"
5eb697ccbbb13e40ab8365a5,2001 Toyota Camry,NG-468673,2001," 166,555 Km",Nigerian Used,"₦ 816,500"
5eb697ccbbb13e40ab8365a6,2001 Nissan Frontier,NG-468896,2001," 110,138 Km",Nigerian Used,"₦ 930,000"
5eb697ccbbb13e40ab8365a7,2013 Toyota Venza,NG-468437,2013," 104,139 Km",Foreign Used,"₦ 5,760,000"
5eb697ccbbb13e40ab8365a8,2002 Toyota Sienna,NG-468310,2002," 108,545 Km",Nigerian Used,"₦ 931,500"
5eb697cdbbb13e40ab8365a9,2000 Lexus Rx 300,NG-468334,2000," 40,151 Km",Nigerian Used,"₦ 930,000"
5eb697cdbbb13e40ab8365aa,2003 Honda Pilot,NG-468672,2003," 223,669 Km",Nigerian Used,"₦ 930,000"
5eb697cdbbb13e40ab8365ab,2002 Mercedes-Benz C320,NG-468665,2002," 196,125 Km",Nigerian Used,"₦ 700,000"
5eb697cdbbb13e40ab8365ac,2008 Mercedes-Benz C300,NG-468664,2008," 168,915 Km",Nigerian Used,"₦ 2,655,000"
5eb697cdbbb13e40ab8365ad,2000 Peugeot 406,NG-468662,2000," 192,497 Km",Nigerian Used,"₦ 297,500"
5eb697cebbb13e40ab8365ae,2006 Nissan Altima,NG-468644,2006," 151,928 Km",Foreign Used,"₦ 1,390,000"
5eb697cebbb13e40ab8365af,2005 Lexus Gx,NG-468667,2005," 1,103,098 Km",Nigerian Used,"₦ 5,760,000"
5eb697cebbb13e40ab8365b0,2015 Toyota Avalon,NG-468654,2015," 30,831 Km",Nigerian Used,"₦ 8,060,000"
5eb697cebbb13e40ab8365b1,2003 Lexus Gx,NG-468396,2003," 85,187 Km",Nigerian Used,"₦ 2,310,000"
5eb697cebbb13e40ab8365b2,2006 Lexus Gs,NG-467794,2006," 145,173 Km",Foreign Used,"₦ 2,885,000"
5eb697cfbbb13e40ab8365b3,,,,,,
5eb697cfbbb13e40ab8365b4,2007 Toyota Camry,NG-468378,2007," 71,127 Km",Nigerian Used,"₦ 1,735,000"
5eb697cfbbb13e40ab8365b5,2009 Kia Sportage,NG-468405,2009," 222,904 Km",Nigerian Used,"₦ 930,000"
5eb697cfbbb13e40ab8365b6,2005 Toyota Corolla,NG-468319,2005," 214,085 Km",Foreign Used,"₦ 2,195,000"
5eb697cfbbb13e40ab8365b7,2003 Infiniti Fx,NG-468316,2003," 193,597 Km",Nigerian Used,"₦ 585,000"
5eb697cfbbb13e40ab8365b8,2006 Mercedes-Benz Ml350,NG-467650,2006," 181,464 Km",Foreign Used,"₦ 5,530,000"
5eb697d0bbb13e40ab8365b9,2007 Toyota Corolla,NG-468318,0000," 275,592 Km",Nigerian Used,"₦ 1,735,000"
5eb697d0bbb13e40ab8365ba,,,,,,
5eb697d0bbb13e40ab8365bb,2006 BMW X5,NG-468282,2006," 217,681 Km",Nigerian Used,"₦ 1,735,000"
5eb697d1bbb13e40ab8365bc,2003 Honda Accord,NG-467743,2003," 294,298 Km",Nigerian Used,"₦ 586,500"
5eb697d1bbb13e40ab8365bd,2003 Toyota Highlander,NG-467785,2003," 116,954 Km",Foreign Used,"₦ 2,541,500"
5eb697d1bbb13e40ab8365be,2002 Mercedes-Benz C200,NG-467790,2002," 128,920 Km",Nigerian Used,"₦ 527,500"
5eb697d1bbb13e40ab8365bf,2015 Toyota Corolla,NG-467754,2015," 72,064 Km",Foreign Used,"₦ 5,186,500"
5eb697d1bbb13e40ab8365c0,2003 Honda Accord,NG-467807,2003," 208,537 Km",Nigerian Used,"₦ 642,500"
5eb697d2bbb13e40ab8365c1,2011 Mercedes-Benz E550,NG-463529,2011," 92,122 Km",Nigerian Used,"₦ 3,310,000"
5eb697d2bbb13e40ab8365c2,2014 Toyota Corolla,NG-465452,2014," 28,654 Km",Foreign Used,"₦ 5,000,000"
5eb697d2bbb13e40ab8365c3,2011 Kia Rio,NG-467786,2011," 146,025 Km",Nigerian Used,"₦ 642,500"
5eb697d7bbb13e40ab8365c4,Lexus Rx 350 2007,NG-467787,2007," 208,714 Km",Nigerian Used,"₦ 1,677,500"
5eb697d7bbb13e40ab8365c5,2006 Honda Pilot,NG-467739,2006," 189,655 Km",Nigerian Used,"₦ 1,390,000"
5eb697d7bbb13e40ab8365c6,2005 Toyota Highlander,NG-467769,2005," 120,376 Km",Foreign Used,"₦ 2,195,000"
5eb697d8bbb13e40ab8365c7,2013 Mercedes-Benz Ml350,NG-467793,2013," 51,095 Km",Foreign Used,"₦ 11,510,000"
5eb697d8bbb13e40ab8365c8,2005 Volvo Xc90,NG-467788,2005," 177,811 Km",Nigerian Used,"₦ 1,160,000"
5eb697d8bbb13e40ab8365c9,2012 Toyota Highlander,NG-467778,2012," 53,157 Km",Nigerian Used,"₦ 4,035,000"
5eb697d9bbb13e40ab8365ca,2012 Toyota Corolla,NG-467782,2012," 112,665 Km",Foreign Used,"₦ 3,460,000"
5eb697d9bbb13e40ab8365cb,2006 Honda Pilot,NG-467775,2006," 110,278 Km",Nigerian Used,"₦ 1,597,000"
5eb697d9bbb13e40ab8365cc,2001 Jaguar S-Type,NG-467761,2001," 120,929 Km",Nigerian Used,"₦ 297,500"
5eb697d9bbb13e40ab8365cd,2013 Mercedes-Benz Glk350,NG-467759,2013," 18,774 Km",Foreign Used,"₦ 5,760,000"
5eb697dabbb13e40ab8365ce,2003 Mercedes-Benz C240,NG-467732,2003," 181,079 Km",Nigerian Used,"₦ 1,045,000"
5eb697dbbbb13e40ab8365cf,2011 Kia Sorento,NG-324482,2011," 118,852 Km",Nigerian Used,"₦ 1,120,000"
5eb697dbbbb13e40ab8365d0,2003 Toyota Corolla,NG-466181,2003," 167,160 Km",Foreign Used,"₦ 1,735,000"
5eb697dbbbb13e40ab8365d1,2008 Lexus Rx,NG-467757,2008," 105,859 Km",Nigerian Used,"₦ 2,885,000"
5eb697dcbbb13e40ab8365d2,2009 Hyundai Elantra,NG-467744,2009," 124,352 Km",Nigerian Used,"₦ 976,000"
5eb697dcbbb13e40ab8365d3,2005 BMW X5,NG-467174,2005," 156,402 Km",Foreign Used,"₦ 1,735,000"
5eb697dcbbb13e40ab8365d4,1999 Mazda 626,NG-462098,1999," 192,128 Km",Nigerian Used,"₦ 503,100"
5eb697dcbbb13e40ab8365d5,2005 Nissan Pathfinder,NG-467733,2005," 100,896 Km",Nigerian Used,"₦ 1,045,000"
5eb697dcbbb13e40ab8365d6,2006 Lexus RX 400,NG-467751,2006," 155,167 Km",Nigerian Used,"₦ 1,735,000"
5eb697ddbbb13e40ab8365d7,2015 Toyota Highlander,NG-467729,2015," 9,240 Km",Nigerian Used,"₦ 10,273,750"
5eb697ddbbb13e40ab8365d8,2006 Nissan Altima,NG-467726,2006," 106,316 Km",Nigerian Used,"₦ 815,000"
5eb697ddbbb13e40ab8365d9,Jaguar S-Type 2002,NG-467637,2002," 244,904 Km",Nigerian Used,"₦ 1,735,000"
5eb697ddbbb13e40ab8365da,2005 Toyota Avalon,NG-461736,2005," 85,221 Km",Foreign Used,"₦ 2,210,000"
5eb697debbb13e40ab8365db,2007 Jaguar Xj,NG-467644,2007," 33,506 Km",Nigerian Used,"₦ 3,460,000"
5eb697debbb13e40ab8365dc,2013 Volkswagen Passat,NG-467648,2013," 64,230 Km",Foreign Used,"₦ 4,611,500"
5eb697debbb13e40ab8365dd,2013 Lexus Gs,NG-467646,2013," 56,819 Km",Foreign Used,"₦ 6,681,500"
5eb697debbb13e40ab8365de,Suzuki Grand Vitara 2007,NG-467602,2007," 75,457 Km",Nigerian Used,"₦ 575,500"
5eb697debbb13e40ab8365df,2008 Volkswagen Passat,NG-467599,2008," 107,202 Km",Nigerian Used,"₦ 644,000"
5eb697dfbbb13e40ab8365e0,2007 Mercedes-Benz Ml350,NG-467594,2007," 180,843 Km",Nigerian Used,"₦ 2,829,000"
5eb697dfbbb13e40ab8365e1,2006 Honda Accord,NG-467539,2006," 185,803 Km",Nigerian Used,"₦ 816,500"
5eb697dfbbb13e40ab8365e2,,,,,,
5eb697dfbbb13e40ab8365e3,2007 Lexus Es 350,NG-467633,2007," 136,326 Km",Nigerian Used,"₦ 2,771,500"
5eb697dfbbb13e40ab8365e4,2003 Honda Civic,NG-467652,2003," 196,744 Km",Nigerian Used,"₦ 451,000"
5eb697dfbbb13e40ab8365e5,2013 Toyota Venza,NG-467607,2013," 72,850 Km",Nigerian Used,"₦ 3,634,000"
5eb697e0bbb13e40ab8365e6,2014 Kia Rio,NG-467643,2014," 77,474 Km",Nigerian Used,"₦ 1,390,000"
5eb697e0bbb13e40ab8365e7,2005 BMW X3,NG-467544,2005," 176,765 Km",Nigerian Used,"₦ 1,736,500"
5eb697e0bbb13e40ab8365e8,2010 Jeep Liberty,NG-467613,2010," 91,365 Km",Foreign Used,"₦ 2,426,500"
5eb697e0bbb13e40ab8365e9,2011 Toyota Camry,NG-467623,2011," 70,459 Km",Nigerian Used,"₦ 1,736,500"
5eb697e0bbb13e40ab8365ea,2003 Toyota Tundra,NG-467616,2003," 169,897 Km",Foreign Used,"₦ 2,655,000"
5eb697e1bbb13e40ab8365eb,2006 Toyota Matrix,NG-467575,2006," 223,901 Km",Foreign Used,"₦ 1,219,000"
5eb697e1bbb13e40ab8365ec,2004 Nissan Murano,NG-467563,2004," 190,223 Km",Nigerian Used,"₦ 471,500"
5eb697e1bbb13e40ab8365ed,2012 Nissan Altima,NG-467649,2012," 152,934 Km",Nigerian Used,"₦ 1,102,500"
5eb697e1bbb13e40ab8365ee,2006 Toyota Matrix,NG-467625,2006," 154,839 Km",Nigerian Used,"₦ 1,276,500"
5eb697e1bbb13e40ab8365ef,2006 Honda Accord,NG-465357,2006," 97,835 Km",Nigerian Used,"₦ 835,000"
5eb697e2bbb13e40ab8365f0,2014 Toyota Corolla,NG-467657,2014," 138,695 Km",Nigerian Used,"₦ 2,310,000"
5eb697e2bbb13e40ab8365f1,2014 Toyota Camry,NG-467653,2014," 131,354 Km",Nigerian Used,"₦ 2,540,000"
5eb697e2bbb13e40ab8365f2,2008 Land Rover Range Rover Sport,NG-467605,2008," 60,316 Km",Nigerian Used,"₦ 4,410,000"
5eb697e2bbb13e40ab8365f3,2007 Ford Edge,NG-467598,2007," 247,966 Km",Nigerian Used,"₦ 1,506,500"
5eb697e2bbb13e40ab8365f4,2004 Honda Accord,NG-466995,2004," 242,019 Km",Nigerian Used,"₦ 688,850"
5eb697e2bbb13e40ab8365f5,2012 Infiniti Fx,NG-467029,2012," 51,688 Km",Nigerian Used,"₦ 2,886,500"
5eb697e3bbb13e40ab8365f6,2005 Nissan Primera,NG-467071,2005," 155,726 Km",Nigerian Used,"₦ 356,500"
5eb697e3bbb13e40ab8365f7,2009 Chrysler 300,NG-467051,2009," 53,735 Km",Nigerian Used,"₦ 1,161,500"
5eb697e3bbb13e40ab8365f8,2004 Honda Accord,NG-467022,2004," 119,532 Km",Nigerian Used,"₦ 506,000"
5eb697e3bbb13e40ab8365f9,2004 Honda Accord,NG-467034,2004," 138,272 Km",Foreign Used,"₦ 1,161,500"
5eb697e3bbb13e40ab8365fa,2003 Nissan Xterra,NG-467002,2003," 121,595 Km",Nigerian Used,"₦ 500,250"
5eb697e4bbb13e40ab8365fb,2011 Honda INSIGHT,NG-467052,2011," 67,963 Km",Nigerian Used,"₦ 2,311,500"
5eb697e4bbb13e40ab8365fc,2012 Honda Cr-V,NG-467044,2012," 109,820 Km",Nigerian Used,"₦ 2,484,000"
5eb697e4bbb13e40ab8365fd,2010 Acura Tl,NG-467045,2010," 132,570 Km",Nigerian Used,"₦ 1,736,500"
5eb697e4bbb13e40ab8365fe,2008 Ford Edge,NG-467031,2008," 163,226 Km",Nigerian Used,"₦ 1,851,500"
5eb697e4bbb13e40ab8365ff,2003 Toyota Camry,NG-466994,2003," 225,400 Km",Nigerian Used,"₦ 989,000"
